id,name,pin_code,district_id,district_name,state_id,state_name,state_code,country_id,country_name
7850,Maihar,485773,509,Satna,20,Madhya Pradesh,MP,1,India
7866,Teonthar,486223,486,Rewa,20,Madhya Pradesh,MP,1,India
7903,Narsimhapur,487001,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7906,Gotegaon,487118,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7907,Kareli,487221,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7913,Gadarwara,487551,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7914,Gadarwara,487555,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7915,Gadarwara,487661,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7917,Gadarwara,487881,410,Narsinghpur,20,Madhya Pradesh,MP,1,India
7979,Raipur,492003,470,Raipur,7,Chattisgarh,CT,1,India
7986,Raipur,492013,470,Raipur,7,Chattisgarh,CT,1,India
7997,Baikunth,493116,470,Raipur,7,Chattisgarh,CT,1,India
8001,Birgaon,493221,470,Raipur,7,Chattisgarh,CT,1,India
8056,Charama,494337,278,Kanker,7,Chattisgarh,CT,1,India
8109,Dabhara,495552,84,Bilaspur(CGH),7,Chattisgarh,CT,1,India
8116,Champa,495660,254,Janjgir-champa,7,Chattisgarh,CT,1,India
8136,Raigarh,496100,468,Raigarh,7,Chattisgarh,CT,1,India
8137,Raigarh,496107,468,Raigarh,7,Chattisgarh,CT,1,India
8141,Raigarh,496113,468,Raigarh,7,Chattisgarh,CT,1,India
8142,Raigarh,496115,468,Raigarh,7,Chattisgarh,CT,1,India
8144,Pathalgaon,496118,255,Jashpur,7,Chattisgarh,CT,1,India
8146,Bagicha,496223,255,Jashpur,7,Chattisgarh,CT,1,India
8148,Kunkuri,496225,255,Jashpur,7,Chattisgarh,CT,1,India
8152,Jashpurnagar,496330,255,Jashpur,7,Chattisgarh,CT,1,India
8153,Jashpurnagar,496331,255,Jashpur,7,Chattisgarh,CT,1,India
8155,Jashpurnagar,496336,255,Jashpur,7,Chattisgarh,CT,1,India
8156,Jashpurnagar,496338,255,Jashpur,7,Chattisgarh,CT,1,India
8157,Raigarh,496440,468,Raigarh,7,Chattisgarh,CT,1,India
8158,Sarangarh,496445,468,Raigarh,7,Chattisgarh,CT,1,India
8162,Raigarh,496661,468,Raigarh,7,Chattisgarh,CT,1,India
8164,Ambikapur,497001,563,Surguja,7,Chattisgarh,CT,1,India
8165,Surguja,497101,563,Surguja,7,Chattisgarh,CT,1,India
8166,Sitapur,497111,563,Surguja,7,Chattisgarh,CT,1,India
8167,Surguja,497114,563,Surguja,7,Chattisgarh,CT,1,India
8168,Lakhanpur,497116,563,Surguja,7,Chattisgarh,CT,1,India
8171,Ambikapur,497119,563,Surguja,7,Chattisgarh,CT,1,India
8172,Surguja,497220,563,Surguja,7,Chattisgarh,CT,1,India
8173,Surguja,497223,563,Surguja,7,Chattisgarh,CT,1,India
8174,Kusmi,497224,563,Surguja,7,Chattisgarh,CT,1,India
8175,Pratappur,497225,563,Surguja,7,Chattisgarh,CT,1,India
8176,Surajpur,497226,563,Surguja,7,Chattisgarh,CT,1,India
8178,Surajpur,497231,563,Surguja,7,Chattisgarh,CT,1,India
8180,Baikunthapur,497331,324,Koriya,7,Chattisgarh,CT,1,India
8181,Surajpur,497333,563,Surguja,7,Chattisgarh,CT,1,India
8182,Baikunthapur,497335,324,Koriya,7,Chattisgarh,CT,1,India
8183,Baikunthapur,497339,324,Koriya,7,Chattisgarh,CT,1,India
8188,Manendragarh,497449,324,Koriya,7,Chattisgarh,CT,1,India
8195,Janakpur,497778,324,Koriya,7,Chattisgarh,CT,1,India
8261,Hyderabad City,500067,233,Hyderabad,32,Telangana,TG,1,India
8282,Hyderabad City,500089,233,Hyderabad,32,Telangana,TG,1,India
8323,Hyderabad,502101,378,Medak,32,Telangana,TG,1,India
8324,Hyderabad,502102,378,Medak,32,Telangana,TG,1,India
8326,Hyderabad,502107,378,Medak,32,Telangana,TG,1,India
8328,Medak,502109,378,Medak,32,Telangana,TG,1,India
8330,Medak,502113,378,Medak,32,Telangana,TG,1,India
8331,Hyderabad,502114,378,Medak,32,Telangana,TG,1,India
8332,Hyderabad,502115,378,Medak,32,Telangana,TG,1,India
8334,Hyderabad,502125,378,Medak,32,Telangana,TG,1,India
8335,Medak,502130,378,Medak,32,Telangana,TG,1,India
8342,Hyderabad,502247,378,Medak,32,Telangana,TG,1,India
8343,Hyderabad,502248,378,Medak,32,Telangana,TG,1,India
8346,Hyderabad,502255,378,Medak,32,Telangana,TG,1,India
8349,Hyderabad,502267,378,Medak,32,Telangana,TG,1,India
8354,Hyderabad,502276,378,Medak,32,Telangana,TG,1,India
8355,Hyderabad,502277,378,Medak,32,Telangana,TG,1,India
8356,Gujvail,502278,378,Medak,32,Telangana,TG,1,India
8357,Hyderabad,502279,378,Medak,32,Telangana,TG,1,India
8358,Hyderabad,502280,378,Medak,32,Telangana,TG,1,India
8359,Gujvail,502281,378,Medak,32,Telangana,TG,1,India
8370,Hyderabad,502301,378,Medak,32,Telangana,TG,1,India
8371,Hyderabad,502302,378,Medak,32,Telangana,TG,1,India
8372,Papannapet,502303,378,Medak,32,Telangana,TG,1,India
8376,Hyderabad,502310,378,Medak,32,Telangana,TG,1,India
8377,Hyderabad,502311,378,Medak,32,Telangana,TG,1,India
8378,Hyderabad,502312,378,Medak,32,Telangana,TG,1,India
8388,Medak,502331,378,Medak,32,Telangana,TG,1,India
8389,Hyderabad,502334,378,Medak,32,Telangana,TG,1,India
8390,Hyderabad,502335,378,Medak,32,Telangana,TG,1,India
8391,Hyderabad,502336,378,Medak,32,Telangana,TG,1,India
8394,Hyderabad,502372,378,Medak,32,Telangana,TG,1,India
8395,Hyderabad,502375,378,Medak,32,Telangana,TG,1,India
8396,Hyderabad,502381,378,Medak,32,Telangana,TG,1,India
8414,Dichpalle,503164,421,Nizamabad,32,Telangana,TG,1,India
8428,Nizamabad,503213,421,Nizamabad,32,Telangana,TG,1,India
8463,Khanapur,504203,1,Adilabad,32,Telangana,TG,1,India
8501,Karimnagar,505001,289,Karim Nagar,32,Telangana,TG,1,India
8502,Hyderabad,505101,289,Karim Nagar,32,Telangana,TG,1,India
8503,Huzurabad,505102,289,Karim Nagar,32,Telangana,TG,1,India
8504,Jammikunta,505122,289,Karim Nagar,32,Telangana,TG,1,India
8505,Huzurabad,505129,289,Karim Nagar,32,Telangana,TG,1,India
8506,Huzurabad,505152,289,Karim Nagar,32,Telangana,TG,1,India
8508,Hyderabad,505162,289,Karim Nagar,32,Telangana,TG,1,India
8510,Peddapalle,505174,289,Karim Nagar,32,Telangana,TG,1,India
8511,Manthani,505184,289,Karim Nagar,32,Telangana,TG,1,India
8512,Sultanabad,505185,289,Karim Nagar,32,Telangana,TG,1,India
8513,Sultanabad,505186,289,Karim Nagar,32,Telangana,TG,1,India
8515,Hyderabad,505188,289,Karim Nagar,32,Telangana,TG,1,India
8516,Ramagundam,505208,289,Karim Nagar,32,Telangana,TG,1,India
8518,Hyderabad,505210,289,Karim Nagar,32,Telangana,TG,1,India
8520,Kamanpur,505212,289,Karim Nagar,32,Telangana,TG,1,India
8548,Dharmapuri,505454,289,Karim Nagar,32,Telangana,TG,1,India
8556,Shankarapatnam,505470,289,Karim Nagar,32,Telangana,TG,1,India
8558,Saidapur,505472,289,Karim Nagar,32,Telangana,TG,1,India
8560,Huzurabad,505474,289,Karim Nagar,32,Telangana,TG,1,India
8561,Hyderabad,505475,289,Karim Nagar,32,Telangana,TG,1,India
8562,Huzurabad,505476,289,Karim Nagar,32,Telangana,TG,1,India
8563,Hyderabad,505480,289,Karim Nagar,32,Telangana,TG,1,India
8565,Huzurabad,505490,289,Karim Nagar,32,Telangana,TG,1,India
8567,Huzurabad,505498,289,Karim Nagar,32,Telangana,TG,1,India
8570,Manthani,505503,289,Karim Nagar,32,Telangana,TG,1,India
8571,Manthani,505504,289,Karim Nagar,32,Telangana,TG,1,India
8572,Hyderabad,505505,289,Karim Nagar,32,Telangana,TG,1,India
8575,Julapalle,505525,289,Karim Nagar,32,Telangana,TG,1,India
8576,Velgatur,505526,289,Karim Nagar,32,Telangana,TG,1,India
8636,Regonda,506319,611,Warangal,32,Telangana,TG,1,India
8723,Nalgonda,508002,404,Nalgonda,32,Telangana,TG,1,India
8731,Yadagarigutta,508115,404,Nalgonda,32,Telangana,TG,1,India
8739,Huzurnagar,508206,404,Nalgonda,32,Telangana,TG,1,India
8782,Mahbubnagar,509002,357,Mahabub Nagar,32,Telangana,TG,1,India
8786,Pangal,509105,357,Mahabub Nagar,32,Telangana,TG,1,India
8791,Mahabub Nagar ,509126,357,Mahabub Nagar,32,Telangana,TG,1,India
8792,Hyderabad,509127,357,Mahabub Nagar,32,Telangana,TG,1,India
8793,Hyderabad,509128,357,Mahabub Nagar,32,Telangana,TG,1,India
8794,Hyderabad,509129,357,Mahabub Nagar,32,Telangana,TG,1,India
8795,Hyderabad,509130,357,Mahabub Nagar,32,Telangana,TG,1,India
8796,Hyderabad,509131,357,Mahabub Nagar,32,Telangana,TG,1,India
8797,Hyderabad,509132,357,Mahabub Nagar,32,Telangana,TG,1,India
8798,Gadwal,509133,357,Mahabub Nagar,32,Telangana,TG,1,India
8799,Hyderabad,509135,357,Mahabub Nagar,32,Telangana,TG,1,India
8800,Hyderabad,509152,357,Mahabub Nagar,32,Telangana,TG,1,India
8801,Hyderabad,509153,357,Mahabub Nagar,32,Telangana,TG,1,India
8805,Hyderabad,509204,357,Mahabub Nagar,32,Telangana,TG,1,India
8806,Hyderabad,509205,357,Mahabub Nagar,32,Telangana,TG,1,India
8809,Hyderabad,509208,357,Mahabub Nagar,32,Telangana,TG,1,India
8811,Narayanpet,509210,357,Mahabub Nagar,32,Telangana,TG,1,India
8815,Devarkadra,509219,357,Mahabub Nagar,32,Telangana,TG,1,India
8820,Hyderabad,509311,357,Mahabub Nagar,32,Telangana,TG,1,India
8827,Hyderabad,509334,357,Mahabub Nagar,32,Telangana,TG,1,India
8828,Hyderabad,509335,357,Mahabub Nagar,32,Telangana,TG,1,India
8829,Hyderabad,509336,357,Mahabub Nagar,32,Telangana,TG,1,India
8830,Hyderabad,509337,357,Mahabub Nagar,32,Telangana,TG,1,India
8831,Kodangal,509338,357,Mahabub Nagar,32,Telangana,TG,1,India
8832,Hyderabad,509339,357,Mahabub Nagar,32,Telangana,TG,1,India
8833,Hyderabad,509340,357,Mahabub Nagar,32,Telangana,TG,1,India
8835,Hyderabad,509350,357,Mahabub Nagar,32,Telangana,TG,1,India
8836,Hyderabad,509351,357,Mahabub Nagar,32,Telangana,TG,1,India
8837,Hyderabad,509352,357,Mahabub Nagar,32,Telangana,TG,1,India
8838,Hyderabad,509353,357,Mahabub Nagar,32,Telangana,TG,1,India
8839,Jadcherla,509357,357,Mahabub Nagar,32,Telangana,TG,1,India
8842,Hyderabad,509371,357,Mahabub Nagar,32,Telangana,TG,1,India
8845,Hyderabad,509380,357,Mahabub Nagar,32,Telangana,TG,1,India
8847,Hyderabad,509382,357,Mahabub Nagar,32,Telangana,TG,1,India
8851,Hyderabad,509407,357,Mahabub Nagar,32,Telangana,TG,1,India
8853,Hyderabad,509409,357,Mahabub Nagar,32,Telangana,TG,1,India
8855,Hyderabad,509411,357,Mahabub Nagar,32,Telangana,TG,1,India
9019,Proddatur,516431,124,Cuddapah,2,Andhra Pradesh,AP,1,India
9021,Jammalmadugu,516433,124,Cuddapah,2,Andhra Pradesh,AP,1,India
9157,Veldurthi,518217,333,Kurnool,2,Andhra Pradesh,AP,1,India
9159,Peapally,518220,333,Kurnool,2,Andhra Pradesh,AP,1,India
9167,Adoni,518323,333,Kurnool,2,Andhra Pradesh,AP,1,India
9169,Kurnool,518343,333,Kurnool,2,Andhra Pradesh,AP,1,India
9185,Kurnool,518411,333,Kurnool,2,Andhra Pradesh,AP,1,India
9193,Kodumur,518464,333,Kurnool,2,Andhra Pradesh,AP,1,India
9352,Tenali,522201,212,Guntur,2,Andhra Pradesh,AP,1,India
9465,Chirala,523171,458,Prakasam,2,Andhra Pradesh,AP,1,India
9503,Vijayawada,523272,458,Prakasam,2,Andhra Pradesh,AP,1,India
9506,Kandukur,523279,458,Prakasam,2,Andhra Pradesh,AP,1,India
9656,Anandapuram,530052,609,Visakhapatnam,2,Andhra Pradesh,AP,1,India
9787,Rajahmundry Rural,533124,167,East Godavari,2,Andhra Pradesh,AP,1,India
9788,Kadiyam,533125,167,East Godavari,2,Andhra Pradesh,AP,1,India
9846,Rajanagaram,533296,167,East Godavari,2,Andhra Pradesh,AP,1,India
9901,Penumantra (mdl),534122,618,West Godavari,2,Andhra Pradesh,AP,1,India
9903,Penumantra (mdl),534124,618,West Godavari,2,Andhra Pradesh,AP,1,India
9904,Vijayawada,534126,618,West Godavari,2,Andhra Pradesh,AP,1,India
9912,Palakoderu Mandalam,534186,618,West Godavari,2,Andhra Pradesh,AP,1,India
9917,Undi (mdl),534199,618,West Godavari,2,Andhra Pradesh,AP,1,India
9919,Bhimavaram,534202,618,West Godavari,2,Andhra Pradesh,AP,1,India
9920,Kalla (mdl),534204,618,West Godavari,2,Andhra Pradesh,AP,1,India
9921,Kalla (mdl),534206,618,West Godavari,2,Andhra Pradesh,AP,1,India
9922,Bhimavaram(mdl),534207,618,West Godavari,2,Andhra Pradesh,AP,1,India
9923,Bhimavaram,534208,618,West Godavari,2,Andhra Pradesh,AP,1,India
9924,Palakoderu (mdl),534209,618,West Godavari,2,Andhra Pradesh,AP,1,India
9925,Palakoderu (mdl),534210,618,West Godavari,2,Andhra Pradesh,AP,1,India
9928,Vundrajavaram (mdl),534216,618,West Godavari,2,Andhra Pradesh,AP,1,India
9929,Iragavaram (mdl),534217,618,West Godavari,2,Andhra Pradesh,AP,1,India
9931,Velpur (mdl),534222,618,West Godavari,2,Andhra Pradesh,AP,1,India
9933,U.varam(mdl),534227,618,West Godavari,2,Andhra Pradesh,AP,1,India
9935,Akividu (mdl),534235,618,West Godavari,2,Andhra Pradesh,AP,1,India
9936,Kalla (mdl),534236,618,West Godavari,2,Andhra Pradesh,AP,1,India
9937,Kalla (mdl),534237,618,West Godavari,2,Andhra Pradesh,AP,1,India
9938,Penumantra (mdl),534238,618,West Godavari,2,Andhra Pradesh,AP,1,India
9939,Bhimavaram (mdl),534239,618,West Godavari,2,Andhra Pradesh,AP,1,India
9940,Viravasaram(mdl),534240,618,West Godavari,2,Andhra Pradesh,AP,1,India
9941,Palakoderu (mdl),534243,618,West Godavari,2,Andhra Pradesh,AP,1,India
9942,Palakoderu(mdl),534244,618,West Godavari,2,Andhra Pradesh,AP,1,India
9943,Viravasaram (mdl),534245,618,West Godavari,2,Andhra Pradesh,AP,1,India
9944,Viravasaram (mdl),534247,618,West Godavari,2,Andhra Pradesh,AP,1,India
9945,Viravasaram(mdl),534250,618,West Godavari,2,Andhra Pradesh,AP,1,India
9948,Ellamanchili (mdl),534266,618,West Godavari,2,Andhra Pradesh,AP,1,India
9950,Ellamanchili (mdl),534268,618,West Godavari,2,Andhra Pradesh,AP,1,India
9951,Atchanta (mdl),534269,618,West Godavari,2,Andhra Pradesh,AP,1,India
9952,Narsapur (mdl),534275,618,West Godavari,2,Andhra Pradesh,AP,1,India
9953,Narsapur (mdl),534280,618,West Godavari,2,Andhra Pradesh,AP,1,India
9954,Mogalturu(mdl),534281,618,West Godavari,2,Andhra Pradesh,AP,1,India
9964,Penugonda (mdl),534320,618,West Godavari,2,Andhra Pradesh,AP,1,India
9965,Penugonda (mdl),534324,618,West Godavari,2,Andhra Pradesh,AP,1,India
9966,Penugonda (mdl),534326,618,West Godavari,2,Andhra Pradesh,AP,1,India
9967,Poduru (mdl),534327,618,West Godavari,2,Andhra Pradesh,AP,1,India
9968,Peravali (mdl),534328,618,West Godavari,2,Andhra Pradesh,AP,1,India
9970,Peravali (mdl),534330,618,West Godavari,2,Andhra Pradesh,AP,1,India
10035,Parvatipuram,535502,610,Vizianagaram,2,Andhra Pradesh,AP,1,India
10083,Bangalore North,560025,44,Bangalore,17,Karnataka,KA,1,India
10163,Bangalore HQ,560300,44,Bangalore,17,Karnataka,KA,1,India
10178,Gauribidanur,561228,316,Kolar,17,Karnataka,KA,1,India
10277,South Karnataka,570030,394,Mysore,17,Karnataka,KA,1,India
10278,South Karnataka,570031,394,Mysore,17,Karnataka,KA,1,India
10785,Davanagere,577512,137,Davangere,17,Karnataka,KA,1,India
10791,Davanagere,577518,115,Chitradurga,17,Karnataka,KA,1,India
10795,Challakere,577522,115,Chitradurga,17,Karnataka,KA,1,India
10801,Jagalur,577528,137,Davangere,17,Karnataka,KA,1,India
10807,Davanagere,577534,137,Davangere,17,Karnataka,KA,1,India
10830,Holalkere,577557,115,Chitradurga,17,Karnataka,KA,1,India
10865,Dharwad,581103,148,Dharwad,17,Karnataka,KA,1,India
10895,North Karnataka,581198,225,Haveri,17,Karnataka,KA,1,India
10968,Honavar,581384,599,Uttara Kannada,17,Karnataka,KA,1,India
10984,Ron,582111,189,Gadag,17,Karnataka,KA,1,India
11006,Bellary,583102,65,Bellary,17,Karnataka,KA,1,India
11030,Harapanahalli,583131,137,Davangere,17,Karnataka,KA,1,India
11061,North Karnataka,583233,189,Gadag,17,Karnataka,KA,1,India
11239,Bagalkot,587103,32,Bagalkot,17,Karnataka,KA,1,India
11308,Ramdurg,591123,64,Belgaum,17,Karnataka,KA,1,India
11322,North Karnataka,591173,64,Belgaum,17,Karnataka,KA,1,India
11386,Chennai,600001,110,Chennai,31,Tamil Nadu,TN,1,India
11393,Egmore Nungambakka,600008,110,Chennai,31,Tamil Nadu,TN,1,India
11426,Chennai Region,600043,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11427,Sriperumbudur,600044,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11447,Chennai Region,600064,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11453,Chennai Region,600070,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11456,Tambaram,600073,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11458,Chennai Region,600075,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11468,Chennai Region,600087,581,Tiruvallur,31,Tamil Nadu,TN,1,India
11469,Saidapet,600088,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11478,Chennai Region,600097,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11492,Tambaram,600117,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11520,Poonamallee,602024,581,Tiruvallur,31,Tamil Nadu,TN,1,India
11549,Chennai Region,603211,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11550,Cheyyur,603301,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11559,Madurantakam,603310,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11561,Cheyyur,603312,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11563,Uttiramerur,603314,275,Kanchipuram,31,Tamil Nadu,TN,1,India
11605,Vandavasi,604503,582,Tiruvannamalai,31,Tamil Nadu,TN,1,India
11696,Chengam,606704,582,Tiruvannamalai,31,Tamil Nadu,TN,1,India
11719,Polur,606903,582,Tiruvannamalai,31,Tamil Nadu,TN,1,India
11753,Pondicherry,607403,455,Pondicherry,27,Pondicherry,PY,1,India
11760,Chidambaram North,608001,123,Cuddalore,31,Tamil Nadu,TN,1,India
11766,Chidambaram,608303,123,Cuddalore,31,Tamil Nadu,TN,1,India
11772,Chidambaram,608502,123,Cuddalore,31,Tamil Nadu,TN,1,India
11830,Tiruchy,609602,285,Karaikal,27,Pondicherry,PY,1,India
11833,Tiruchy,609605,285,Karaikal,27,Pondicherry,PY,1,India
11857,Tiruvarur,610103,583,Tiruvarur,31,Tamil Nadu,TN,1,India
11878,Nagapattinam,611106,398,Nagapattinam,31,Tamil Nadu,TN,1,India
11962,Mannargudi,614016,583,Tiruvarur,31,Tamil Nadu,TN,1,India
12158,Sendurai,621730,25,Ariyalur,31,Tamil Nadu,TN,1,India
12167,Pudukkottai,622002,460,Pudukkottai,31,Tamil Nadu,TN,1,India
12215,Ramanathapuram,623503,478,Ramanathapuram,31,Tamil Nadu,TN,1,India
12269,Dindigul,624206,157,Dindigul,31,Tamil Nadu,TN,1,India
12279,Dindigul,624302,157,Dindigul,31,Tamil Nadu,TN,1,India
12289,Dindigul,624610,157,Dindigul,31,Tamil Nadu,TN,1,India
12310,Dindigul,624710,157,Dindigul,31,Tamil Nadu,TN,1,India
12321,Madurai North,625007,356,Madurai,31,Tamil Nadu,TN,1,India
12406,Aruppukkottai,626004,608,Virudhunagar,31,Tamil Nadu,TN,1,India
12544,Sankarankovil,627756,580,Tirunelveli,31,Tamil Nadu,TN,1,India
12578,Thoothukkudi,628001,587,Tuticorin,31,Tamil Nadu,TN,1,India
12582,Tuticorin,628005,587,Tuticorin,31,Tamil Nadu,TN,1,India
12626,Satankulam,628613,587,Tuticorin,31,Tamil Nadu,TN,1,India
12627,Tiruchendur,628614,587,Tuticorin,31,Tamil Nadu,TN,1,India
12648,Sankarankovil,628721,587,Tuticorin,31,Tamil Nadu,TN,1,India
12651,Madurai,628752,587,Tuticorin,31,Tamil Nadu,TN,1,India
12653,Srivaikuntam,628801,587,Tuticorin,31,Tamil Nadu,TN,1,India
12663,Vilathikulam ( Kol),628907,587,Tuticorin,31,Tamil Nadu,TN,1,India
12694,Vilavancode,629173,283,Kanyakumari,31,Tamil Nadu,TN,1,India
12712,Agastheeswaram,629402,283,Kanyakumari,31,Tamil Nadu,TN,1,India
12811,Tiruttani,631206,581,Tiruvallur,31,Tamil Nadu,TN,1,India
12812,Pallipat,631207,581,Tiruvallur,31,Tamil Nadu,TN,1,India
12813,Pallipat,631208,581,Tiruvallur,31,Tamil Nadu,TN,1,India
12819,Tirutani,631301,581,Tiruvallur,31,Tamil Nadu,TN,1,India
12820,Pallipattu,631302,581,Tiruvallur,31,Tamil Nadu,TN,1,India
12822,Tiruttani,631304,581,Tiruvallur,31,Tamil Nadu,TN,1,India
12828,Sriperumbudur,631553,275,Kanchipuram,31,Tamil Nadu,TN,1,India
12834,Uttiramerur,631606,275,Kanchipuram,31,Tamil Nadu,TN,1,India
12875,Chennai Region,632317,582,Tiruvannamalai,31,Tamil Nadu,TN,1,India
12916,Hosur,635105,329,Krishnagiri,31,Tamil Nadu,TN,1,India
12938,Harur,635202,147,Dharmapuri,31,Tamil Nadu,TN,1,India
13140,Namakkal,638007,176,Erode,31,Tamil Nadu,TN,1,India
13143,Coimbatore,638010,176,Erode,31,Tamil Nadu,TN,1,India
13192,Sathyamangalam,638460,176,Erode,31,Tamil Nadu,TN,1,India
13209,Dharapuram,638702,176,Erode,31,Tamil Nadu,TN,1,India
13211,Dharapuram,638706,176,Erode,31,Tamil Nadu,TN,1,India
13328,Avanashi,641654,121,Coimbatore,31,Tamil Nadu,TN,1,India
13335,Tiruppur,641665,121,Coimbatore,31,Tamil Nadu,TN,1,India
13340,Coimbatore,641670,121,Coimbatore,31,Tamil Nadu,TN,1,India
13516,Thalassery,670672,280,Kannur,18,Kerala,KL,1,India
13566,Kozhikode,673004,327,Kozhikode,18,Kerala,KL,1,India
13607,Calicut,673312,280,Kannur,18,Kerala,KL,1,India
13608,Calicut,673313,280,Kannur,18,Kerala,KL,1,India
13685,Calicut,676104,365,Malappuram,18,Kerala,KL,1,India
13875,Ottappalam,679513,435,Palakkad,18,Kerala,KL,1,India
13917,Kochi,680004,575,Thrissur,18,Kerala,KL,1,India
13918,Thrissur,680005,575,Thrissur,18,Kerala,KL,1,India
13919,Kochi,680006,575,Thrissur,18,Kerala,KL,1,India
13920,Kochi,680007,575,Thrissur,18,Kerala,KL,1,India
13923,Thrissur,680010,575,Thrissur,18,Kerala,KL,1,India
13925,Thrissur,680012,575,Thrissur,18,Kerala,KL,1,India
13931,Kochi,680026,575,Thrissur,18,Kerala,KL,1,India
13932,Kochi,680027,575,Thrissur,18,Kerala,KL,1,India
13934,Kochi,680101,575,Thrissur,18,Kerala,KL,1,India
13936,Kochi,680103,575,Thrissur,18,Kerala,KL,1,India
13937,Kochi,680104,575,Thrissur,18,Kerala,KL,1,India
13947,Mukundapuram,680306,575,Thrissur,18,Kerala,KL,1,India
13957,Kochi,680503,575,Thrissur,18,Kerala,KL,1,India
13959,Kochi,680505,575,Thrissur,18,Kerala,KL,1,India
13961,Kochi,680507,575,Thrissur,18,Kerala,KL,1,India
13970,Kochi,680516,575,Thrissur,18,Kerala,KL,1,India
13971,Thalapilly,680517,575,Thrissur,18,Kerala,KL,1,India
13975,Kochi,680521,575,Thrissur,18,Kerala,KL,1,India
13976,Kochi,680522,575,Thrissur,18,Kerala,KL,1,India
14004,Talappilly,680585,575,Thrissur,18,Kerala,KL,1,India
14016,Kochi,680611,575,Thrissur,18,Kerala,KL,1,India
14023,Kochi,680618,575,Thrissur,18,Kerala,KL,1,India
14932,Calcutta,700084,547,South 24 Parganas,36,West Bengal,WB,1,India
14941,Calcutta,700093,547,South 24 Parganas,36,West Bengal,WB,1,India
14944,Calcutta,700096,547,South 24 Parganas,36,West Bengal,WB,1,India
14947,Kolkata,700099,319,Kolkata,36,West Bengal,WB,1,India
14951,Calcutta,700103,547,South 24 Parganas,36,West Bengal,WB,1,India
14960,Calcutta,700112,422,North 24 Parganas,36,West Bengal,WB,1,India
14961,Calcutta,700113,422,North 24 Parganas,36,West Bengal,WB,1,India
14969,Calcutta,700121,422,North 24 Parganas,36,West Bengal,WB,1,India
14971,Calcutta,700123,422,North 24 Parganas,36,West Bengal,WB,1,India
14987,Calcutta,700139,547,South 24 Parganas,36,West Bengal,WB,1,India
14988,Bishnupur - I,700140,547,South 24 Parganas,36,West Bengal,WB,1,India
14989,Thakurpukur Mahestola,700141,547,South 24 Parganas,36,West Bengal,WB,1,India
14990,Calcutta,700142,547,South 24 Parganas,36,West Bengal,WB,1,India
14991,Calcutta,700143,547,South 24 Parganas,36,West Bengal,WB,1,India
14994,Calcutta,700146,547,South 24 Parganas,36,West Bengal,WB,1,India
14995,Calcutta,700147,547,South 24 Parganas,36,West Bengal,WB,1,India
14996,Calcutta,700148,547,South 24 Parganas,36,West Bengal,WB,1,India
14997,Calcutta,700149,547,South 24 Parganas,36,West Bengal,WB,1,India
14998,Sonarpur,700150,547,South 24 Parganas,36,West Bengal,WB,1,India
14999,Calcutta,700151,547,South 24 Parganas,36,West Bengal,WB,1,India
15000,Calcutta,700152,547,South 24 Parganas,36,West Bengal,WB,1,India
15001,Calcutta,700153,547,South 24 Parganas,36,West Bengal,WB,1,India
15002,Calcutta,700154,547,South 24 Parganas,36,West Bengal,WB,1,India
15006,Calcutta,700158,422,North 24 Parganas,36,West Bengal,WB,1,India
15008,Calcutta,700160,422,North 24 Parganas,36,West Bengal,WB,1,India
15108,Dasghara,712402,229,Hooghly,36,West Bengal,WB,1,India
15125,South Bengal,712419,229,Hooghly,36,West Bengal,WB,1,India
15159,Burdwan - II,713124,52,Bardhaman,36,West Bengal,WB,1,India
15162,Gushkara,713127,52,Bardhaman,36,West Bengal,WB,1,India
15168,Burdwan - II,713141,52,Bardhaman,36,West Bengal,WB,1,India
15180,Gushkara,713153,52,Bardhaman,36,West Bengal,WB,1,India
15181,South Bengal,713154,52,Bardhaman,36,West Bengal,WB,1,India
15183,South Bengal,713156,52,Bardhaman,36,West Bengal,WB,1,India
15184,South Bengal,713157,52,Bardhaman,36,West Bengal,WB,1,India
15185,South Bengal,713158,52,Bardhaman,36,West Bengal,WB,1,India
15186,South Bengal,713160,52,Bardhaman,36,West Bengal,WB,1,India
15187,South Bengal,713162,52,Bardhaman,36,West Bengal,WB,1,India
15188,South Bengal,713165,52,Bardhaman,36,West Bengal,WB,1,India
